timestamp,source,event_type,severity,ip_address,status_code,endpoint,message
2026-08-26 10:19:18,api-server-01,HTTP_REQUEST,WARNING,198.51.100.4,404,/static/app.js,GET /static/app.js completed with HTTP 404
2026-08-26 10:19:51,api-server-02,LOGIN,INFO,172.16.0.88,200,/api/v1/auth/login,User authentication succeeded for user_390
2026-08-26 10:20:07,auth-server-01,FILE_ACCESS,INFO,192.168.1.10,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 10:20:17,web-server-01,LOGOUT,INFO,172.16.0.88,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:21:02,auth-server-01,API_REQUEST,INFO,172.16.0.88,201,/healthz,GET /healthz completed with HTTP 201
2026-08-26 10:21:44,payment-service,LOGOUT,INFO,172.16.0.88,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:22:18,payment-service,FILE_ACCESS,INFO,172.16.0.88,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 10:22:23,database-01,HTTP_REQUEST,INFO,192.168.1.25,301,/api/v1/orders,GET /api/v1/orders completed with HTTP 301
2026-08-26 10:22:59,payment-service,LOGOUT,INFO,172.16.0.5,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:23:38,api-server-01,DATABASE_QUERY,INFO,192.168.1.25,,,SELECT * FROM users WHERE active = 1 (took 2ms)
2026-08-26 10:24:07,database-01,AUTHENTICATION,INFO,172.16.0.5,200,/api/v1/auth/login,User authentication succeeded for user_985
2026-08-26 10:24:24,api-server-01,API_REQUEST,INFO,172.16.0.88,201,/api/v1/orders,GET /api/v1/orders completed with HTTP 201
2026-08-26 10:25:00,web-server-01,API_REQUEST,INFO,192.168.1.25,200,/healthz,GET /healthz completed with HTTP 200
2026-08-26 10:25:12,database-01,HTTP_REQUEST,INFO,10.0.0.15,200,/api/v1/checkout,GET /api/v1/checkout completed with HTTP 200
2026-08-26 10:25:26,api-server-01,LOGIN,INFO,172.16.0.88,200,/api/v1/auth/login,User authentication succeeded for user_729
2026-08-26 10:25:53,web-server-01,DATABASE_QUERY,INFO,198.51.100.4,,,SELECT * FROM transactions WHERE active = 1 (took 37ms)
2026-08-26 10:26:24,api-server-01,DATABASE_QUERY,INFO,192.168.1.25,,,SELECT * FROM orders WHERE active = 1 (took 41ms)
2026-08-26 10:26:48,api-server-01,LOGOUT,INFO,10.0.0.28,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:27:02,database-01,PAYMENT,INFO,192.168.1.25,200,/api/v1/checkout,Payment transaction processed successfully: $89.00 USD
2026-08-26 10:27:10,payment-service,HTTP_REQUEST,INFO,203.0.113.19,200,/api/v1/orders,GET /api/v1/orders completed with HTTP 200
2026-08-26 10:27:51,database-01,HTTP_REQUEST,INFO,203.0.113.19,200,/metrics,GET /metrics completed with HTTP 200
2026-08-26 10:28:10,web-server-01,LOGOUT,INFO,203.0.113.19,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:28:15,database-01,PAYMENT,INFO,10.0.0.15,200,/api/v1/checkout,Payment transaction processed successfully: $96.00 USD
2026-08-26 10:28:45,auth-server-01,FILE_ACCESS,INFO,192.168.1.10,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 10:29:12,auth-server-01,AUTHENTICATION,INFO,192.168.1.25,200,/api/v1/auth/login,User authentication succeeded for user_645
2026-08-26 10:29:19,web-server-01,FILE_ACCESS,INFO,203.0.113.19,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 10:29:58,web-server-01,API_REQUEST,INFO,198.51.100.4,301,/api/v1/checkout,GET /api/v1/checkout completed with HTTP 301
2026-08-26 10:30:04,api-server-01,DATABASE_QUERY,INFO,192.168.1.25,,,SELECT * FROM orders WHERE active = 1 (took 22ms)
2026-08-26 10:30:32,web-server-01,LOGOUT,INFO,198.51.100.4,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:31:04,payment-service,LOGIN,INFO,172.16.0.5,200,/api/v1/auth/login,User authentication succeeded for user_199
2026-08-26 10:31:34,api-server-02,LOGOUT,INFO,192.168.1.42,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:32:11,web-server-01,FILE_ACCESS,INFO,172.16.0.5,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 10:32:50,auth-server-01,HTTP_REQUEST,INFO,198.51.100.4,200,/api/v1/inventory,GET /api/v1/inventory completed with HTTP 200
2026-08-26 10:33:28,database-01,HTTP_REQUEST,INFO,172.16.0.5,200,/api/v1/products,GET /api/v1/products completed with HTTP 200
2026-08-26 10:34:05,database-01,LOGOUT,INFO,172.16.0.5,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:34:17,web-server-01,PAYMENT,INFO,10.0.0.28,200,/api/v1/checkout,Payment transaction processed successfully: $101.00 USD
2026-08-26 10:34:30,database-01,API_REQUEST,INFO,10.0.0.28,200,/api/v1/users,GET /api/v1/users completed with HTTP 200
2026-08-26 10:34:52,auth-server-01,PAYMENT,INFO,198.51.100.4,200,/api/v1/checkout,Payment transaction processed successfully: $249.00 USD
2026-08-26 10:34:57,database-01,FILE_ACCESS,INFO,172.16.0.88,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 10:35:06,api-server-01,DATABASE_QUERY,INFO,192.168.1.10,,,SELECT * FROM transactions WHERE active = 1 (took 2ms)
2026-08-26 10:35:28,api-server-02,LOGIN,INFO,172.16.0.5,200,/api/v1/auth/login,User authentication succeeded for user_869
2026-08-26 10:35:36,payment-service,DATABASE_QUERY,INFO,10.0.0.28,,,SELECT * FROM orders WHERE active = 1 (took 12ms)
2026-08-26 10:35:59,auth-server-01,AUTHENTICATION,INFO,172.16.0.5,200,/api/v1/auth/login,User authentication succeeded for user_426
2026-08-26 10:36:37,web-server-01,HTTP_REQUEST,INFO,172.16.0.88,200,/metrics,GET /metrics completed with HTTP 200
2026-08-26 10:36:43,auth-server-01,LOGOUT,INFO,192.168.1.25,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:37:03,api-server-01,API_REQUEST,INFO,10.0.0.28,200,/api/v1/auth/login,GET /api/v1/auth/login completed with HTTP 200
2026-08-26 10:37:34,database-01,API_REQUEST,INFO,10.0.0.15,204,/healthz,GET /healthz completed with HTTP 204
2026-08-26 10:37:59,api-server-01,LOGOUT,INFO,172.16.0.5,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:38:27,web-server-01,HTTP_REQUEST,INFO,198.51.100.4,200,/api/v1/auth/login,GET /api/v1/auth/login completed with HTTP 200
2026-08-26 10:38:40,web-server-01,LOGIN,INFO,198.51.100.4,200,/api/v1/auth/login,User authentication succeeded for user_267
2026-08-26 10:39:21,payment-service,LOGIN,INFO,172.16.0.88,200,/api/v1/auth/login,User authentication succeeded for user_524
2026-08-26 10:39:54,api-server-01,LOGIN,INFO,172.16.0.5,200,/api/v1/auth/login,User authentication succeeded for user_754
2026-08-26 10:40:23,api-server-01,FILE_ACCESS,INFO,10.0.0.28,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 10:40:43,api-server-01,HTTP_REQUEST,INFO,10.0.0.15,201,/api/v1/checkout,GET /api/v1/checkout completed with HTTP 201
2026-08-26 10:41:17,auth-server-01,LOGOUT,INFO,172.16.0.5,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:41:53,database-01,AUTHENTICATION,INFO,10.0.0.15,200,/api/v1/auth/login,User authentication succeeded for user_269
2026-08-26 10:42:11,api-server-01,API_REQUEST,INFO,192.168.1.25,200,/api/v1/auth/logout,GET /api/v1/auth/logout completed with HTTP 200
2026-08-26 10:42:29,payment-service,API_REQUEST,INFO,10.0.0.28,201,/healthz,GET /healthz completed with HTTP 201
2026-08-26 10:43:01,web-server-01,API_REQUEST,INFO,203.0.113.19,200,/metrics,GET /metrics completed with HTTP 200
2026-08-26 10:43:35,api-server-02,HTTP_REQUEST,INFO,172.16.0.88,200,/healthz,GET /healthz completed with HTTP 200
2026-08-26 10:44:16,api-server-01,DATABASE_QUERY,INFO,203.0.113.19,,,SELECT * FROM orders WHERE active = 1 (took 17ms)
2026-08-26 10:44:29,web-server-01,HTTP_REQUEST,INFO,10.0.0.28,200,/api/v1/inventory,GET /api/v1/inventory completed with HTTP 200
2026-08-26 10:44:40,payment-service,LOGOUT,INFO,192.168.1.10,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:45:04,api-server-01,DATABASE_QUERY,INFO,203.0.113.19,,,SELECT * FROM users WHERE active = 1 (took 5ms)
2026-08-26 10:45:49,database-01,HTTP_REQUEST,INFO,192.168.1.42,200,/api/v1/users,GET /api/v1/users completed with HTTP 200
2026-08-26 10:46:05,auth-server-01,LOGOUT,INFO,172.16.0.5,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:46:16,api-server-01,API_REQUEST,INFO,10.0.0.28,201,/api/v1/users,GET /api/v1/users completed with HTTP 201
2026-08-26 10:46:38,database-01,API_REQUEST,INFO,192.168.1.42,201,/api/v1/inventory,GET /api/v1/inventory completed with HTTP 201
2026-08-26 10:47:11,auth-server-01,AUTHENTICATION,INFO,192.168.1.25,200,/api/v1/auth/login,User authentication succeeded for user_167
2026-08-26 10:47:19,api-server-01,LOGIN,INFO,10.0.0.15,200,/api/v1/auth/login,User authentication succeeded for user_909
2026-08-26 10:47:53,payment-service,DATABASE_QUERY,INFO,10.0.0.28,,,SELECT * FROM transactions WHERE active = 1 (took 2ms)
2026-08-26 10:48:29,database-01,LOGIN,INFO,10.0.0.15,200,/api/v1/auth/login,User authentication succeeded for user_494
2026-08-26 10:48:45,web-server-01,LOGOUT,INFO,10.0.0.28,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:49:17,api-server-02,PAYMENT,INFO,172.16.0.88,200,/api/v1/checkout,Payment transaction processed successfully: $157.00 USD
2026-08-26 10:49:30,api-server-01,API_REQUEST,INFO,10.0.0.28,200,/static/app.js,GET /static/app.js completed with HTTP 200
2026-08-26 10:49:53,api-server-02,LOGIN,INFO,192.168.1.10,200,/api/v1/auth/login,User authentication succeeded for user_537
2026-08-26 10:50:37,api-server-01,AUTHENTICATION,INFO,203.0.113.19,200,/api/v1/auth/login,User authentication succeeded for user_453
2026-08-26 10:50:56,api-server-02,FILE_ACCESS,INFO,192.168.1.10,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 10:51:09,database-01,API_REQUEST,INFO,192.168.1.10,200,/api/v1/inventory,GET /api/v1/inventory completed with HTTP 200
2026-08-26 10:51:27,payment-service,HTTP_REQUEST,INFO,10.0.0.15,200,/static/app.js,GET /static/app.js completed with HTTP 200
2026-08-26 10:52:06,api-server-01,DATABASE_QUERY,INFO,192.168.1.42,,,SELECT * FROM sessions WHERE active = 1 (took 12ms)
2026-08-26 10:52:51,auth-server-01,FILE_ACCESS,INFO,192.168.1.10,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 10:53:02,api-server-01,API_REQUEST,INFO,203.0.113.19,200,/api/v1/checkout,GET /api/v1/checkout completed with HTTP 200
2026-08-26 10:53:13,payment-service,LOGIN,INFO,172.16.0.88,200,/api/v1/auth/login,User authentication succeeded for user_272
2026-08-26 10:53:21,api-server-01,LOGOUT,INFO,192.168.1.10,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:53:45,auth-server-01,LOGIN,WARNING,198.51.100.4,401,/api/v1/auth/login,User authentication invalid password for user_198
2026-08-26 10:54:05,auth-server-01,AUTHENTICATION,INFO,192.168.1.25,200,/api/v1/auth/login,User authentication succeeded for user_570
2026-08-26 10:54:11,auth-server-01,FILE_ACCESS,INFO,10.0.0.15,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 10:54:50,auth-server-01,DATABASE_QUERY,INFO,192.168.1.42,,,SELECT * FROM orders WHERE active = 1 (took 45ms)
2026-08-26 10:54:55,api-server-01,FILE_ACCESS,INFO,172.16.0.88,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 10:55:34,web-server-01,DATABASE_QUERY,INFO,198.51.100.4,,,SELECT * FROM orders WHERE active = 1 (took 26ms)
2026-08-26 10:56:01,auth-server-01,PAYMENT,INFO,10.0.0.15,200,/api/v1/checkout,Payment transaction processed successfully: $231.00 USD
2026-08-26 10:56:19,payment-service,HTTP_REQUEST,INFO,192.168.1.10,200,/api/v1/auth/logout,GET /api/v1/auth/logout completed with HTTP 200
2026-08-26 10:56:29,api-server-02,AUTHENTICATION,INFO,198.51.100.4,200,/api/v1/auth/login,User authentication succeeded for user_492
2026-08-26 10:56:36,payment-service,PAYMENT,INFO,192.168.1.10,200,/api/v1/checkout,Payment transaction processed successfully: $132.00 USD
2026-08-26 10:56:45,payment-service,LOGIN,INFO,10.0.0.28,200,/api/v1/auth/login,User authentication succeeded for user_871
2026-08-26 10:57:08,api-server-01,HTTP_REQUEST,INFO,192.168.1.42,200,/api/v1/auth/login,GET /api/v1/auth/login completed with HTTP 200
2026-08-26 10:57:43,web-server-01,API_REQUEST,INFO,198.51.100.4,200,/static/app.js,GET /static/app.js completed with HTTP 200
2026-08-26 10:57:58,database-01,DATABASE_QUERY,INFO,192.168.1.25,,,SELECT * FROM sessions WHERE active = 1 (took 12ms)
2026-08-26 10:58:28,payment-service,HTTP_REQUEST,INFO,203.0.113.19,200,/api/v1/auth/logout,GET /api/v1/auth/logout completed with HTTP 200
2026-08-26 10:58:42,api-server-01,LOGIN,INFO,172.16.0.5,200,/api/v1/auth/login,User authentication succeeded for user_265
2026-08-26 10:58:47,database-01,LOGIN,INFO,172.16.0.5,200,/api/v1/auth/login,User authentication succeeded for user_677
2026-08-26 10:59:30,auth-server-01,LOGOUT,INFO,172.16.0.88,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 10:59:35,api-server-02,DATABASE_QUERY,INFO,172.16.0.88,,,SELECT * FROM sessions WHERE active = 1 (took 41ms)
2026-08-26 11:00:18,payment-service,LOGOUT,INFO,172.16.0.5,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 11:00:28,api-server-01,API_REQUEST,INFO,192.168.1.10,201,/api/v1/auth/login,GET /api/v1/auth/login completed with HTTP 201
2026-08-26 11:01:10,api-server-01,LOGIN,INFO,172.16.0.88,200,/api/v1/auth/login,User authentication succeeded for user_916
2026-08-26 11:01:26,web-server-01,HTTP_REQUEST,INFO,172.16.0.5,200,/api/v1/auth/logout,GET /api/v1/auth/logout completed with HTTP 200
2026-08-26 11:01:41,auth-server-01,API_REQUEST,WARNING,192.168.1.25,404,/metrics,GET /metrics completed with HTTP 404
2026-08-26 11:02:07,auth-server-01,AUTHENTICATION,INFO,172.16.0.5,200,/api/v1/auth/login,User authentication succeeded for user_660
2026-08-26 11:02:21,database-01,DATABASE_QUERY,INFO,192.168.1.42,,,SELECT * FROM transactions WHERE active = 1 (took 14ms)
2026-08-26 11:02:51,auth-server-01,DATABASE_QUERY,INFO,10.0.0.28,,,SELECT * FROM sessions WHERE active = 1 (took 27ms)
2026-08-26 11:03:30,payment-service,DATABASE_QUERY,INFO,172.16.0.88,,,SELECT * FROM orders WHERE active = 1 (took 24ms)
2026-08-26 11:04:11,auth-server-01,LOGOUT,INFO,172.16.0.88,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 11:04:27,payment-service,FILE_ACCESS,INFO,172.16.0.88,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 11:04:44,web-server-01,API_REQUEST,INFO,10.0.0.28,200,/api/v1/auth/login,GET /api/v1/auth/login completed with HTTP 200
2026-08-26 11:05:12,api-server-02,AUTHENTICATION,INFO,10.0.0.28,200,/api/v1/auth/login,User authentication succeeded for user_637
2026-08-26 11:05:49,auth-server-01,LOGOUT,INFO,172.16.0.5,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 11:06:08,api-server-01,PAYMENT,INFO,203.0.113.19,200,/api/v1/checkout,Payment transaction processed successfully: $145.00 USD
2026-08-26 11:06:27,payment-service,API_REQUEST,INFO,10.0.0.28,204,/healthz,GET /healthz completed with HTTP 204
2026-08-26 11:06:51,api-server-02,PAYMENT,INFO,192.168.1.25,200,/api/v1/checkout,Payment transaction processed successfully: $109.00 USD
2026-08-26 11:07:02,database-01,PAYMENT,INFO,192.168.1.10,200,/api/v1/checkout,Payment transaction processed successfully: $248.00 USD
2026-08-26 11:07:11,auth-server-01,DATABASE_QUERY,INFO,10.0.0.15,,,SELECT * FROM users WHERE active = 1 (took 40ms)
2026-08-26 11:07:52,payment-service,API_REQUEST,WARNING,192.168.1.10,404,/api/v1/orders,GET /api/v1/orders completed with HTTP 404
2026-08-26 11:08:02,auth-server-01,AUTHENTICATION,INFO,10.0.0.15,200,/api/v1/auth/login,User authentication succeeded for user_253
2026-08-26 11:08:35,auth-server-01,FILE_ACCESS,INFO,10.0.0.15,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 11:08:40,database-01,AUTHENTICATION,INFO,198.51.100.4,200,/api/v1/auth/login,User authentication succeeded for user_429
2026-08-26 11:09:16,web-server-01,HTTP_REQUEST,INFO,10.0.0.28,200,/healthz,GET /healthz completed with HTTP 200
2026-08-26 11:09:33,payment-service,PAYMENT,INFO,172.16.0.88,200,/api/v1/checkout,Payment transaction processed successfully: $200.00 USD
2026-08-26 11:10:05,payment-service,AUTHENTICATION,INFO,10.0.0.28,200,/api/v1/auth/login,User authentication succeeded for user_994
2026-08-26 11:10:13,database-01,HTTP_REQUEST,INFO,192.168.1.10,201,/static/app.js,GET /static/app.js completed with HTTP 201
2026-08-26 11:10:26,web-server-01,LOGOUT,INFO,192.168.1.25,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 11:10:48,payment-service,PAYMENT,INFO,198.51.100.4,200,/api/v1/checkout,Payment transaction processed successfully: $52.00 USD
2026-08-26 11:11:26,payment-service,API_REQUEST,INFO,172.16.0.5,200,/api/v1/auth/login,GET /api/v1/auth/login completed with HTTP 200
2026-08-26 11:12:08,web-server-01,FILE_ACCESS,INFO,192.168.1.25,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 11:12:22,database-01,API_REQUEST,INFO,10.0.0.15,200,/api/v1/checkout,GET /api/v1/checkout completed with HTTP 200
2026-08-26 11:12:53,api-server-01,FILE_ACCESS,INFO,172.16.0.5,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 11:12:59,payment-service,PAYMENT,INFO,10.0.0.15,200,/api/v1/checkout,Payment transaction processed successfully: $220.00 USD
2026-08-26 11:13:22,api-server-02,HTTP_REQUEST,INFO,192.168.1.10,200,/api/v1/checkout,GET /api/v1/checkout completed with HTTP 200
2026-08-26 11:13:54,api-server-01,HTTP_REQUEST,INFO,10.0.0.15,200,/api/v1/orders,GET /api/v1/orders completed with HTTP 200
2026-08-26 11:14:17,api-server-01,FILE_ACCESS,INFO,192.168.1.10,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 11:14:35,api-server-01,PAYMENT,INFO,203.0.113.19,200,/api/v1/checkout,Payment transaction processed successfully: $182.00 USD
2026-08-26 11:15:18,database-01,API_REQUEST,INFO,192.168.1.10,204,/api/v1/auth/login,GET /api/v1/auth/login completed with HTTP 204
2026-08-26 11:16:02,api-server-01,LOGIN,INFO,10.0.0.28,200,/api/v1/auth/login,User authentication succeeded for user_290
2026-08-26 11:16:38,payment-service,DATABASE_QUERY,INFO,172.16.0.88,,,SELECT * FROM users WHERE active = 1 (took 10ms)
2026-08-26 11:17:19,web-server-01,HTTP_REQUEST,INFO,192.168.1.25,200,/api/v1/users,GET /api/v1/users completed with HTTP 200
2026-08-26 11:17:40,web-server-01,PAYMENT,INFO,198.51.100.4,200,/api/v1/checkout,Payment transaction processed successfully: $72.00 USD
2026-08-26 11:17:58,database-01,PAYMENT,INFO,203.0.113.19,200,/api/v1/checkout,Payment transaction processed successfully: $32.00 USD
2026-08-26 11:18:11,database-01,PAYMENT,INFO,10.0.0.28,200,/api/v1/checkout,Payment transaction processed successfully: $36.00 USD
2026-08-26 11:18:56,database-01,API_REQUEST,INFO,172.16.0.5,204,/api/v1/orders,GET /api/v1/orders completed with HTTP 204
2026-08-26 11:19:25,web-server-01,HTTP_REQUEST,INFO,192.168.1.25,200,/api/v1/auth/logout,GET /api/v1/auth/logout completed with HTTP 200
2026-08-26 11:20:04,auth-server-01,DATABASE_QUERY,INFO,192.168.1.25,,,SELECT * FROM transactions WHERE active = 1 (took 24ms)
2026-08-26 11:20:28,payment-service,LOGIN,INFO,192.168.1.25,200,/api/v1/auth/login,User authentication succeeded for user_777
2026-08-26 11:21:03,api-server-01,HTTP_REQUEST,INFO,172.16.0.5,200,/api/v1/products,GET /api/v1/products completed with HTTP 200
2026-08-26 11:21:10,web-server-01,FILE_ACCESS,INFO,172.16.0.5,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 11:21:33,api-server-01,DATABASE_QUERY,INFO,192.168.1.10,,,SELECT * FROM sessions WHERE active = 1 (took 36ms)
2026-08-26 11:22:17,auth-server-01,PAYMENT,INFO,192.168.1.25,200,/api/v1/checkout,Payment transaction processed successfully: $16.00 USD
2026-08-26 11:22:52,api-server-02,FILE_ACCESS,INFO,10.0.0.28,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 11:23:16,api-server-02,FILE_ACCESS,INFO,203.0.113.19,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 11:23:42,auth-server-01,HTTP_REQUEST,INFO,203.0.113.19,200,/api/v1/inventory,GET /api/v1/inventory completed with HTTP 200
2026-08-26 11:23:48,payment-service,HTTP_REQUEST,INFO,172.16.0.88,200,/api/v1/users,GET /api/v1/users completed with HTTP 200
2026-08-26 11:24:29,payment-service,AUTHENTICATION,INFO,172.16.0.5,200,/api/v1/auth/login,User authentication succeeded for user_413
2026-08-26 11:24:40,api-server-01,AUTHENTICATION,INFO,192.168.1.25,200,/api/v1/auth/login,User authentication succeeded for user_432
2026-08-26 11:25:04,api-server-01,LOGIN,INFO,172.16.0.88,200,/api/v1/auth/login,User authentication succeeded for user_993
2026-08-26 11:25:23,api-server-02,LOGOUT,INFO,172.16.0.88,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 11:25:50,api-server-01,DATABASE_QUERY,INFO,172.16.0.88,,,SELECT * FROM users WHERE active = 1 (took 17ms)
2026-08-26 11:26:29,api-server-01,LOGOUT,INFO,192.168.1.25,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 11:26:57,payment-service,LOGIN,INFO,172.16.0.5,200,/api/v1/auth/login,User authentication succeeded for user_172
2026-08-26 11:27:25,payment-service,AUTHENTICATION,INFO,172.16.0.88,200,/api/v1/auth/login,User authentication succeeded for user_146
2026-08-26 11:27:34,api-server-02,LOGOUT,INFO,203.0.113.19,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 11:27:39,web-server-01,LOGOUT,INFO,192.168.1.25,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 11:28:03,web-server-01,LOGIN,INFO,10.0.0.28,200,/api/v1/auth/login,User authentication succeeded for user_516
2026-08-26 11:28:35,auth-server-01,PAYMENT,INFO,198.51.100.4,200,/api/v1/checkout,Payment transaction processed successfully: $131.00 USD
2026-08-26 11:29:08,database-01,HTTP_REQUEST,INFO,172.16.0.5,200,/api/v1/checkout,GET /api/v1/checkout completed with HTTP 200
2026-08-26 11:29:45,database-01,DATABASE_QUERY,INFO,198.51.100.4,,,SELECT * FROM orders WHERE active = 1 (took 19ms)
2026-08-26 11:30:03,database-01,LOGOUT,INFO,203.0.113.19,200,/api/v1/auth/logout,User session terminated gracefully
2026-08-26 11:30:17,api-server-02,HTTP_REQUEST,INFO,10.0.0.15,204,/metrics,GET /metrics completed with HTTP 204
2026-08-26 11:30:53,web-server-01,HTTP_REQUEST,INFO,192.168.1.42,200,/api/v1/auth/login,GET /api/v1/auth/login completed with HTTP 200
2026-08-26 11:31:36,api-server-01,LOGIN,INFO,10.0.0.28,200,/api/v1/auth/login,User authentication succeeded for user_145
2026-08-26 11:32:16,api-server-01,DATABASE_QUERY,INFO,192.168.1.42,,,SELECT * FROM transactions WHERE active = 1 (took 18ms)
2026-08-26 11:33:01,web-server-01,PAYMENT,INFO,198.51.100.4,200,/api/v1/checkout,Payment transaction processed successfully: $42.00 USD
2026-08-26 11:33:28,api-server-02,DATABASE_QUERY,INFO,10.0.0.15,,,SELECT * FROM users WHERE active = 1 (took 15ms)
2026-08-26 11:33:39,api-server-02,FILE_ACCESS,INFO,192.168.1.42,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 11:33:49,api-server-02,FILE_ACCESS,INFO,172.16.0.88,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 11:34:28,api-server-01,DATABASE_QUERY,INFO,198.51.100.4,,,SELECT * FROM orders WHERE active = 1 (took 35ms)
2026-08-26 11:34:56,api-server-02,DATABASE_QUERY,INFO,10.0.0.28,,,SELECT * FROM orders WHERE active = 1 (took 42ms)
2026-08-26 11:35:10,payment-service,DATABASE_QUERY,INFO,192.168.1.10,,,SELECT * FROM users WHERE active = 1 (took 22ms)
2026-08-26 11:35:24,database-01,FILE_ACCESS,INFO,198.51.100.4,200,/static/assets,Static asset read operation completed: index.css
2026-08-26 11:35:30,web-server-01,AUTHENTICATION,WARNING,198.51.100.4,401,/api/v1/auth/login,User authentication invalid password for user_218
